density,architecture,repetition,absorbedPAR_umol_m2_s1,log_absorbedPAR_umol_m2_s1
Low,architectureA,76,34.11475834520223,1.5329422992648505
Low,architectureB,76,22.86196799706215,1.3591136124755727
Low,architectureC,76,31.958853803138023,1.5045911950506292
Low,architectureD,76,20.90951697503132,1.3203440004168359
Low,control,76,22.824036573670583,1.3583924545713206
Low,architectureA,77,21.501011036792416,1.3324588821191508
Low,architectureB,77,31.240396186176703,1.494716532899863
Low,architectureC,77,40.29729736006845,1.6052759200625006
Low,architectureD,77,17.508079619328893,1.243238512932884
Low,control,77,24.072619296476304,1.3815233476126603
Low,architectureA,78,21.656735078393943,1.335592983946063
Low,architectureB,78,17.444960903923317,1.2416700004835053
Low,architectureC,78,36.322760109046,1.5601788424532137
Low,architectureD,78,7.267015903436537,0.8613561106222093
Low,control,78,25.182066838374364,1.4010913723033636
Low,architectureA,79,16.842644474301444,1.2264102813696935
Low,architectureB,79,20.99388745728682,1.3220928647342114
Low,architectureC,79,35.358842719594875,1.5484980422935575
Low,architectureD,79,16.48902436229246,1.217194959670727
Low,control,79,27.14098959232763,1.4336256784988137
Low,architectureA,7,15.03112345241004,1.1769914417278473
Low,architectureB,7,34.98836317890772,1.543923625849705
Low,architectureC,7,49.52720749075284,1.6948438417004834
Low,architectureD,7,11.773916917472096,1.0709209668922604
Low,control,7,25.155771699229057,1.4006376446423365
Low,architectureA,80,35.4124186504294,1.5491555898663631
Low,architectureB,80,31.84644101319567,1.503060904969839
Low,architectureC,80,40.6288758936412,1.6088348065759261
Low,architectureD,80,22.084412840656423,1.344085857139679
Low,control,80,21.061621670578734,1.3234918072801172
Low,architectureA,81,19.194172135058643,1.2831693852771127
Low,architectureB,81,17.589623333381006,1.245256539515128
Low,architectureC,81,40.31864571627351,1.6055059359417545
Low,architectureD,81,34.44870507214118,1.5371729014078432
Low,control,81,22.050708406111497,1.3434225462720293
Low,architectureA,82,25.878051075173,1.4129315656918144
Low,architectureB,82,15.736222348311664,1.1969004834111912
Low,architectureC,82,37.14296451893088,1.5698765634541856
Low,architectureD,82,15.211261888583191,1.182165243541241
Low,control,82,24.191104530391108,1.383655698064351
Low,architectureA,83,12.877178572592724,1.109820718258188
Low,architectureB,83,28.291324512457567,1.4516532802596105
Low,architectureC,83,41.01189629851754,1.6129098505589383
Low,architectureD,83,10.311585779346895,1.0133254589073046
Low,control,83,29.54767854910449,1.4705233656599852
Low,architectureA,84,15.202274638673837,1.1819085740708408
Low,architectureB,84,21.437119802458508,1.3311664350354282
Low,architectureC,84,39.96723551857787,1.6017041097174998
Low,architectureD,84,23.44100626216785,1.3699762508924167
Low,control,84,28.42876388554495,1.453757976491082
Low,architectureA,85,21.61076982843163,1.3346702377895316
Low,architectureB,85,22.32469150384844,1.348785466257023
Low,architectureC,85,36.79493798720718,1.565788075319237
Low,architectureD,85,17.149645860074816,1.2342551562969635
Low,control,85,20.5405559700427,1.3126121944440197
Low,architectureA,86,10.204878457082422,1.0088078365158069
Low,architectureB,86,18.22601136400865,1.2606916367223284
Low,architectureC,86,42.986259671709696,1.6333296578500518
Low,architectureD,86,14.262953721446888,1.154209473067743
Low,control,86,15.242872519343898,1.183066817511805
Low,architectureA,87,24.77670457052085,1.394043542475408
Low,architectureB,87,20.87519379179214,1.319630515883319
Low,architectureC,87,27.835317984329425,1.4445961869524881
Low,architectureD,87,19.19850264315695,1.2832673579132874
Low,control,87,24.798737267404743,1.394429567448797
Low,architectureA,88,19.6349555973626,1.2930299234907148
Low,architectureB,88,24.96591537534734,1.397347494091276
Low,architectureC,88,34.75387404019096,1.5410032227534936
Low,architectureD,88,13.099904203531455,1.1172681197756273
Low,control,88,21.83548726533921,1.3391628877749628
Low,architectureA,89,21.33858427826696,1.3291656025049414
Low,architectureB,89,22.264520294321727,1.3476133423698538
Low,architectureC,89,35.44812826551839,1.5495933084776876
Low,architectureD,89,17.836200526490682,1.2513023463339292
Low,control,89,20.63123388341659,1.3145252024149636
Low,architectureA,8,20.79265216545439,1.31790988843487
Low,architectureB,8,16.258576457655497,1.2110825176633713
Low,architectureC,8,32.16504730064741,1.5073841943931585
Low,architectureD,8,10.779155701239024,1.032584745205744
Low,control,8,18.982426609930123,1.2783517294790212
Low,architectureA,90,22.107867878099118,1.3445468604698991
Low,architectureB,90,22.242174214226434,1.3471772380848601
Low,architectureC,90,32.797413400899224,1.5158395940161895
Low,architectureD,90,17.855435695727156,1.25177045200522
Low,control,90,20.961071863516725,1.3214134869237342
Low,architectureA,91,17.700600732241274,1.2479880059250974
Low,architectureB,91,23.439597053122952,1.3699501415137418
Low,architectureC,91,35.62527059457992,1.551758171747418
Low,architectureD,91,25.77024673681223,1.4111185767163315
Low,control,91,21.3688760952132,1.3297816808686587
Low,architectureA,92,18.14765598972976,1.2588205381067563
Low,architectureB,92,34.03720866069024,1.5319539370480992
Low,architectureC,92,42.5622195468731,1.6290242675911517
Low,architectureD,92,23.4941338494703,1.3709594386618256
Low,control,92,16.30778495800367,1.2123949760099368
Low,architectureA,93,17.66229744455586,1.2470471942923635
Low,architectureB,93,18.999188816327816,1.2787350588416067
Low,architectureC,93,37.40463415657965,1.5729254113970916
Low,architectureD,93,16.90942969168584,1.2281289602925622
Low,control,93,18.40116531333552,1.2648453269837812
Low,architectureA,94,14.788960983109623,1.169937663168433
Low,architectureB,94,24.226207328131316,1.3842854295981282
Low,architectureC,94,34.689492610366536,1.5401979476330798
Low,architectureD,94,20.10940147959058,1.3033991447897149
Low,control,94,20.61955128782081,1.314279210154882
Low,architectureA,95,19.83891085947367,1.297517826048793
Low,architectureB,95,33.96514540581917,1.5310334781585941
Low,architectureC,95,28.258193745880263,1.4511443984443393
Low,architectureD,95,11.331520112476952,1.0542881739567436
Low,control,95,24.888797246197235,1.3960039097881545
Low,architectureA,96,26.33032420460833,1.4204562065958353
Low,architectureB,96,22.657814238899707,1.3552180118923347
Low,architectureC,96,45.69748874867405,1.6598923345871386
Low,architectureD,96,16.947810121971543,1.2291135896550118
Low,control,96,19.32259585268232,1.2860654703592722
Low,architectureA,97,25.52654725417919,1.4069920756790912
Low,architectureB,97,21.5852041566477,1.334156160645112
Low,architectureC,97,33.87747680320511,1.5299110565803995
Low,architectureD,97,16.097367315594557,1.206754854056592
Low,control,97,21.4905363488226,1.332247254506208
Low,architectureA,98,22.175658730962517,1.3458765294721053
Low,architectureB,98,21.537239453849995,1.3331900366225544
Low,architectureC,98,45.632081300447325,1.6592702775976784
Low,architectureD,98,14.461448448083056,1.1602117937542242
Low,control,98,22.48077636511334,1.3518113053517637
Low,architectureA,99,25.14260403041358,1.4004102557474158
Low,architectureB,99,25.429996893084287,1.405346307115684
Low,architectureC,99,40.3796484421243,1.6061625335201979
Low,architectureD,99,15.054338286070704,1.1776616708402183
Low,control,99,36.125530730096855,1.5578142361510214
Low,architectureA,9,22.016774920161883,1.342753702603179
Low,architectureB,9,26.51545327743926,1.4234990557128513
Low,architectureC,9,47.29292836735274,1.6747962062634172
Low,architectureD,9,16.65391393420089,1.2215163159366529
Low,control,9,29.509583707407,1.4699630829377357
