density,canopy,simulation,plantNb,organ_type,age_in_degree_days_dd of plant,age_in_days_d of plant,Organ_ID,rank,order,absorbedPAR [umol s^-1],dry_biomass_mg[mg],dry_biomass_growth_mg for dynamic,area_m2[m^2],area_m2 of just blades (not segments),SLA
High,canopyA,Sim2,3,4,0,0,organs.Leaf[id=443422]@2eff80e3,7,0,0.176990729,0,0,0.006807635,0.0066,0
High,canopyA,Sim2,3,4,0,0,organs.Leaf[id=443428]@764abd6e,8,0,0.214949919,0,0,0.004948357,0.0048,0
High,canopyA,Sim2,3,4,0,0,organs.Leaf[id=443434]@4bb2a7f2,9,0,0.100659559,0,0,0.001797837,0.0017,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443446]@1ca3eed8,2,0,0.004492436,0,0,0.001772709,0.0017,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443447]@15a45e41,2,0,0.000694429,0,0,0.001770395,0.0017,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443453]@3a086b9c,3,0,0.006447413,0,0,0.006159036,0.006,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443459]@c430398,4,0,0.005804055,0,0,0.007362146,0.0071,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443465]@4e76c535,5,0,0.047555427,0,0,0.007773586,0.0075,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443471]@388f198,6,0,0.028428877,0,0,0.00864759,0.0084,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443477]@656ee39e,7,0,0.068851929,0,0,0.006901903,0.0066,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443483]@174ae24c,8,0,0.181986145,0,0,0.004973835,0.0048,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443489]@53db1b98,9,0,0.097825064,0,0,0.001859284,0.0017,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443501]@4c1367c4,2,0,0.008323737,0,0,0.001780762,0.0017,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443502]@13811a6e,2,0,0.003718784,0,0,0.001784085,0.0017,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443508]@4a83f61f,3,0,0.017407743,0,0,0.00618975,0.006,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443514]@7d62553a,4,0,0.071068139,0,0,0.00734318,0.0071,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443520]@2ea846d6,5,0,0.117116486,0,0,0.007748931,0.0075,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443526]@11f7ad02,6,0,0.102965928,0,0,0.008620067,0.0084,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443532]@684e8d03,7,0,0.169313379,0,0,0.006797376,0.0066,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443538]@4f319f6,8,0,0.224690026,0,0,0.004914565,0.0048,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443544]@1055b996,9,0,0.098139356,0,0,0.001821099,0.0017,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443556]@2d59aa05,2,0,0.001716846,0,0,0.001784772,0.0017,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443557]@6c72eaa2,2,0,0.002613389,0,0,0.001785625,0.0017,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443563]@1e06a532,3,0,0.011304381,0,0,0.006136232,0.006,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443569]@23ec40c6,4,0,0.017384284,0,0,0.007346791,0.0071,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443575]@71cbfb71,5,0,0.111062935,0,0,0.007849951,0.0075,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443581]@33e5e0bc,6,0,0.173548159,0,0,0.008618611,0.0084,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443587]@5095fa35,7,0,0.245864572,0,0,0.006849358,0.0066,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443593]@33ba4c48,8,0,0.216132145,0,0,0.004985379,0.0048,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443599]@69e068b5,9,0,0.090570056,0,0,0.001873183,0.0017,0
High,canopyA,Sim2,1,4,0,0,organs.Leaf[id=443270]@650c07c4,2,0,0.00331557,0,0,0.001770017,0.0017,0
High,canopyA,Sim2,1,4,0,0,organs.Leaf[id=443271]@7596eb73,2,0,0.002031467,0,0,0.001780934,0.0017,0
High,canopyA,Sim2,1,4,0,0,organs.Leaf[id=443277]@1e5fffa4,3,0,0.012254542,0,0,0.006147356,0.006,0
High,canopyA,Sim2,1,4,0,0,organs.Leaf[id=443283]@24ae3e34,4,0,0.013106833,0,0,0.007315365,0.0071,0
High,canopyA,Sim2,1,4,0,0,organs.Leaf[id=443289]@3ddbb0be,5,0,0.054752504,0,0,0.007741152,0.0075,0
High,canopyA,Sim2,1,4,0,0,organs.Leaf[id=443295]@5407a1e9,6,0,0.160700606,0,0,0.008637419,0.0084,0
High,canopyA,Sim2,1,4,0,0,organs.Leaf[id=443301]@43c7f1e3,7,0,0.17205386,0,0,0.006810042,0.0066,0
High,canopyA,Sim2,1,4,0,0,organs.Leaf[id=443307]@67307fe0,8,0,0.160745208,0,0,0.004992111,0.0048,0
High,canopyA,Sim2,1,4,0,0,organs.Leaf[id=443313]@55ccf3d2,9,0,0.082498374,0,0,0.001957687,0.0017,0
High,canopyA,Sim2,2,4,0,0,organs.Leaf[id=443325]@3ff7979e,2,0,0.001206605,0,0,0.00177994,0.0017,0
High,canopyA,Sim2,2,4,0,0,organs.Leaf[id=443326]@3dfd7f9f,2,0,0.001887155,0,0,0.001775118,0.0017,0
High,canopyA,Sim2,2,4,0,0,organs.Leaf[id=443332]@4a60ea53,3,0,0.0062368,0,0,0.006193876,0.006,0
High,canopyA,Sim2,2,4,0,0,organs.Leaf[id=443338]@1585e418,4,0,0.027249451,0,0,0.007330918,0.0071,0
High,canopyA,Sim2,2,4,0,0,organs.Leaf[id=443344]@5d8d1197,5,0,0.038527261,0,0,0.00772997,0.0075,0
High,canopyA,Sim2,2,4,0,0,organs.Leaf[id=443350]@156557be,6,0,0.212997651,0,0,0.008636009,0.0084,0
High,canopyA,Sim2,2,4,0,0,organs.Leaf[id=443356]@a49be15,7,0,0.110961861,0,0,0.006871707,0.0066,0
High,canopyA,Sim2,2,4,0,0,organs.Leaf[id=443362]@6a1ee150,8,0,0.233784294,0,0,0.004983164,0.0048,0
High,canopyA,Sim2,2,4,0,0,organs.Leaf[id=443368]@d0e7313,9,0,0.109027903,0,0,0.001928522,0.0017,0
High,canopyA,Sim2,2,4,0,0,organs.Leaf[id=443374]@1037c657,10,0,0.023914899,0,0,0.00046741,0.0004,0
High,canopyA,Sim2,3,4,0,0,organs.Leaf[id=443391]@6a019243,2,0,0.004241571,0,0,0.001787575,0.0017,0
High,canopyA,Sim2,3,4,0,0,organs.Leaf[id=443392]@766d8c8c,2,0,0.006176501,0,0,0.001766107,0.0017,0
High,canopyA,Sim2,3,4,0,0,organs.Leaf[id=443398]@710175c4,3,0,0.007583868,0,0,0.006161427,0.006,0
High,canopyA,Sim2,3,4,0,0,organs.Leaf[id=443404]@4aa35ce5,4,0,0.040001835,0,0,0.007354356,0.0071,0
High,canopyA,Sim2,3,4,0,0,organs.Leaf[id=443410]@78c1921c,5,0,0.051027593,0,0,0.007755454,0.0075,0
High,canopyA,Sim2,3,4,0,0,organs.Leaf[id=443416]@5a889a53,6,0,0.234214061,0,0,0.008615485,0.0084,0
High,canopyA,Sim2,3,4,0,0,organs.Leaf[id=443422]@2eff80e3,7,0,0.172052969,0,0,0.006807635,0.0066,0
High,canopyA,Sim2,3,4,0,0,organs.Leaf[id=443428]@764abd6e,8,0,0.213751743,0,0,0.004948357,0.0048,0
High,canopyA,Sim2,3,4,0,0,organs.Leaf[id=443434]@4bb2a7f2,9,0,0.09824032,0,0,0.001797837,0.0017,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443446]@1ca3eed8,2,0,0.00431764,0,0,0.001772709,0.0017,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443447]@15a45e41,2,0,0.000608968,0,0,0.001770395,0.0017,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443453]@3a086b9c,3,0,0.006510786,0,0,0.006159036,0.006,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443459]@c430398,4,0,0.00510529,0,0,0.007362146,0.0071,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443465]@4e76c535,5,0,0.048815095,0,0,0.007773586,0.0075,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443471]@388f198,6,0,0.027846465,0,0,0.00864759,0.0084,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443477]@656ee39e,7,0,0.068099807,0,0,0.006901903,0.0066,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443483]@174ae24c,8,0,0.180251339,0,0,0.004973835,0.0048,0
High,canopyA,Sim2,4,4,0,0,organs.Leaf[id=443489]@53db1b98,9,0,0.096417335,0,0,0.001859284,0.0017,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443501]@4c1367c4,2,0,0.007960391,0,0,0.001780762,0.0017,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443502]@13811a6e,2,0,0.00470272,0,0,0.001784085,0.0017,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443508]@4a83f61f,3,0,0.017102934,0,0,0.00618975,0.006,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443514]@7d62553a,4,0,0.071267381,0,0,0.00734318,0.0071,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443520]@2ea846d6,5,0,0.120209016,0,0,0.007748931,0.0075,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443526]@11f7ad02,6,0,0.100639432,0,0,0.008620067,0.0084,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443532]@684e8d03,7,0,0.171796674,0,0,0.006797376,0.0066,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443538]@4f319f6,8,0,0.224439656,0,0,0.004914565,0.0048,0
High,canopyA,Sim2,5,4,0,0,organs.Leaf[id=443544]@1055b996,9,0,0.098708385,0,0,0.001821099,0.0017,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443556]@2d59aa05,2,0,0.001896889,0,0,0.001784772,0.0017,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443557]@6c72eaa2,2,0,0.003046118,0,0,0.001785625,0.0017,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443563]@1e06a532,3,0,0.012149662,0,0,0.006136232,0.006,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443569]@23ec40c6,4,0,0.016793171,0,0,0.007346791,0.0071,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443575]@71cbfb71,5,0,0.109551488,0,0,0.007849951,0.0075,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443581]@33e5e0bc,6,0,0.172916625,0,0,0.008618611,0.0084,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443587]@5095fa35,7,0,0.253396309,0,0,0.006849358,0.0066,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443593]@33ba4c48,8,0,0.219139381,0,0,0.004985379,0.0048,0
High,canopyA,Sim2,6,4,0,0,organs.Leaf[id=443599]@69e068b5,9,0,0.088304225,0,0,0.001873183,0.0017,0
High,canopyB,Sim2,1,4,0,0,organs.Leaf[id=442375]@6f4a4f28,2,0,0.000559891,0,0,0.001779378,0.0017,0
High,canopyB,Sim2,1,4,0,0,organs.Leaf[id=442376]@4e88d665,2,0,0.001706458,0,0,0.001783885,0.0017,0
High,canopyB,Sim2,1,4,0,0,organs.Leaf[id=442382]@58a6286f,3,0,0.015462015,0,0,0.006148385,0.006,0
High,canopyB,Sim2,1,4,0,0,organs.Leaf[id=442388]@2a280ecc,4,0,0.070250185,0,0,0.007380568,0.0071,0
High,canopyB,Sim2,1,4,0,0,organs.Leaf[id=442394]@3a9b4575,5,0,0.060606336,0,0,0.007726428,0.0075,0
High,canopyB,Sim2,1,4,0,0,organs.Leaf[id=442400]@da8cf52,6,0,0.174627638,0,0,0.00863081,0.0084,0
High,canopyB,Sim2,1,4,0,0,organs.Leaf[id=442406]@51ce9894,7,0,0.13057821,0,0,0.006873522,0.0066,0
High,canopyB,Sim2,1,4,0,0,organs.Leaf[id=442412]@4c369e6b,8,0,0.233736093,0,0,0.00496141,0.0048,0
High,canopyB,Sim2,1,4,0,0,organs.Leaf[id=442418]@2a50c598,9,0,0.105140527,0,0,0.001744208,0.0017,0
High,canopyB,Sim2,2,4,0,0,organs.Leaf[id=442430]@176af4ba,2,0,0.003670794,0,0,0.001781416,0.0017,0
High,canopyB,Sim2,2,4,0,0,organs.Leaf[id=442431]@5e8612fc,2,0,0.004453061,0,0,0.001777428,0.0017,0
High,canopyB,Sim2,2,4,0,0,organs.Leaf[id=442437]@205f11fd,3,0,0.012378697,0,0,0.006204695,0.006,0
High,canopyB,Sim2,2,4,0,0,organs.Leaf[id=442443]@489fab17,4,0,0.016523481,0,0,0.007316859,0.0071,0
High,canopyB,Sim2,2,4,0,0,organs.Leaf[id=442449]@7336ffb7,5,0,0.111968132,0,0,0.007704041,0.0075,0
High,canopyB,Sim2,2,4,0,0,organs.Leaf[id=442455]@fe43b18,6,0,0.163840029,0,0,0.008586593,0.0084,0
High,canopyB,Sim2,2,4,0,0,organs.Leaf[id=442461]@2877f8e4,7,0,0.115448638,0,0,0.006823541,0.0066,0
High,canopyB,Sim2,2,4,0,0,organs.Leaf[id=442467]@2f49b770,8,0,0.064566267,0,0,0.004959429,0.0048,0
High,canopyB,Sim2,2,4,0,0,organs.Leaf[id=442473]@9a40b47,9,0,0.102918681,0,0,0.00174413,0.0017,0
High,canopyB,Sim2,3,4,0,0,organs.Leaf[id=442485]@2caa14ed,2,0,0.002890511,0,0,0.001780057,0.0017,0
High,canopyB,Sim2,3,4,0,0,organs.Leaf[id=442486]@2a7744e7,2,0,0.003510241,0,0,0.001779984,0.0017,0
High,canopyB,Sim2,3,4,0,0,organs.Leaf[id=442492]@15421e7b,3,0,0.044185161,0,0,0.006231698,0.006,0
High,canopyB,Sim2,3,4,0,0,organs.Leaf[id=442498]@7cbcfa43,4,0,0.042749459,0,0,0.00736102,0.0071,0
High,canopyB,Sim2,3,4,0,0,organs.Leaf[id=442504]@7f047e7e,5,0,0.074251498,0,0,0.00780746,0.0075,0
High,canopyB,Sim2,3,4,0,0,organs.Leaf[id=442510]@e1afcf1,6,0,0.10950507,0,0,0.008636617,0.0084,0
High,canopyB,Sim2,3,4,0,0,organs.Leaf[id=442516]@7ca8ed4c,7,0,0.176980683,0,0,0.006826609,0.0066,0
High,canopyB,Sim2,3,4,0,0,organs.Leaf[id=442522]@27076bdb,8,0,0.229445915,0,0,0.004989213,0.0048,0
High,canopyB,Sim2,3,4,0,0,organs.Leaf[id=442528]@2812d24d,9,0,0.109660526,0,0,0.001898769,0.0017,0
High,canopyB,Sim2,3,4,0,0,organs.Leaf[id=442534]@f6ad5e9,10,0,0.025885523,0,0,0.000469941,0.0004,0
High,canopyB,Sim2,4,4,0,0,organs.Leaf[id=442546]@6c30bd76,2,0,0.005606281,0,0,0.001769574,0.0017,0
High,canopyB,Sim2,4,4,0,0,organs.Leaf[id=442547]@29e2f5db,2,0,0.002804257,0,0,0.001795748,0.0017,0
High,canopyB,Sim2,4,4,0,0,organs.Leaf[id=442553]@821e476,3,0,0.031973759,0,0,0.006184168,0.006,0
High,canopyB,Sim2,4,4,0,0,organs.Leaf[id=442559]@48c61c6f,4,0,0.10615479,0,0,0.007353885,0.0071,0
High,canopyB,Sim2,4,4,0,0,organs.Leaf[id=442565]@3981a27c,5,0,0.13830796,0,0,0.007765197,0.0075,0
High,canopyB,Sim2,4,4,0,0,organs.Leaf[id=442571]@18f46f44,6,0,0.067583783,0,0,0.008615378,0.0084,0
High,canopyB,Sim2,4,4,0,0,organs.Leaf[id=442577]@4cf37f55,7,0,0.252974627,0,0,0.006826785,0.0066,0
High,canopyB,Sim2,4,4,0,0,organs.Leaf[id=442583]@3a3f220c,8,0,0.241011788,0,0,0.004987509,0.0048,0
High,canopyB,Sim2,4,4,0,0,organs.Leaf[id=442589]@12d10300,9,0,0.12407574,0,0,0.001885827,0.0017,0
High,canopyB,Sim2,5,4,0,0,organs.Leaf[id=442601]@3e14475c,2,0,0.002615094,0,0,0.001786389,0.0017,0
High,canopyB,Sim2,5,4,0,0,organs.Leaf[id=442602]@6c6b9860,2,0,0.003614728,0,0,0.001777179,0.0017,0
High,canopyB,Sim2,5,4,0,0,organs.Leaf[id=442608]@2e7d7fb3,3,0,0.03403246,0,0,0.006112916,0.006,0
High,canopyB,Sim2,5,4,0,0,organs.Leaf[id=442614]@1d0f5a25,4,0,0.014258218,0,0,0.007269999,0.0071,0
High,canopyB,Sim2,5,4,0,0,organs.Leaf[id=442620]@5fbb693f,5,0,0.065369084,0,0,0.007844755,0.0075,0
High,canopyB,Sim2,5,4,0,0,organs.Leaf[id=442626]@1d24e87e,6,0,0.120400712,0,0,0.008619165,0.0084,0
High,canopyB,Sim2,5,4,0,0,organs.Leaf[id=442632]@4fa31526,7,0,0.205752163,0,0,0.006845887,0.0066,0
High,canopyB,Sim2,5,4,0,0,organs.Leaf[id=442638]@624b8e8b,8,0,0.102012546,0,0,0.005026872,0.0048,0
High,canopyB,Sim2,5,4,0,0,organs.Leaf[id=442644]@6f56c3bd,9,0,0.090515579,0,0,0.001853731,0.0017,0
High,canopyB,Sim2,5,4,0,0,organs.Leaf[id=442650]@3ad935e7,10,0,0.026491592,0,0,0.000469821,0.0004,0
High,canopyB,Sim2,6,4,0,0,organs.Leaf[id=442662]@26eda4dc,2,0,0.001685803,0,0,0.001769776,0.0017,0
High,canopyB,Sim2,6,4,0,0,organs.Leaf[id=442663]@e04cbfe,2,0,0.0017782,0,0,0.001773056,0.0017,0
High,canopyB,Sim2,6,4,0,0,organs.Leaf[id=442669]@72681f89,3,0,0.009675878,0,0,0.006157707,0.006,0
High,canopyB,Sim2,6,4,0,0,organs.Leaf[id=442675]@4bb552d1,4,0,0.031538521,0,0,0.007314196,0.0071,0
High,canopyB,Sim2,6,4,0,0,organs.Leaf[id=442681]@32eab11,5,0,0.048929372,0,0,0.007760564,0.0075,0
High,canopyB,Sim2,6,4,0,0,organs.Leaf[id=442687]@36a25160,6,0,0.1755671,0,0,0.008625979,0.0084,0
High,canopyB,Sim2,6,4,0,0,organs.Leaf[id=442693]@4d3af9c,7,0,0.084738375,0,0,0.006852171,0.0066,0
High,canopyB,Sim2,6,4,0,0,organs.Leaf[id=442699]@72146792,8,0,0.173882026,0,0,0.004953678,0.0048,0
High,canopyB,Sim2,6,4,0,0,organs.Leaf[id=442705]@9e73fef,9,0,0.008231919,0,0,0.001881636,0.0017,0
High,canopyB,Sim2,6,4,0,0,organs.Leaf[id=442711]@33af8758,10,0,0.010819631,0,0,0.000447327,0.0004,0
Low,experiment,Sim2,1,4,0,0,organs.Leaf[id=435308]@4bd03af9,2,0,0.005300417,0,0,0.001772253,0.0017,0
Low,experiment,Sim2,1,4,0,0,organs.Leaf[id=435309]@1c1ab893,2,0,0.002893657,0,0,0.001779252,0.0017,0
Low,experiment,Sim2,1,4,0,0,organs.Leaf[id=435315]@40eb2fb5,3,0,0.019689637,0,0,0.006143797,0.006,0
Low,experiment,Sim2,1,4,0,0,organs.Leaf[id=435321]@133c85ff,4,0,0.105927344,0,0,0.007294266,0.0071,0
Low,experiment,Sim2,1,4,0,0,organs.Leaf[id=435327]@60a6ebde,5,0,0.09586341,0,0,0.007725701,0.0075,0
Low,experiment,Sim2,1,4,0,0,organs.Leaf[id=435333]@48bfd109,6,0,0.225504002,0,0,0.008581552,0.0084,0
Low,experiment,Sim2,1,4,0,0,organs.Leaf[id=435339]@5db85947,7,0,0.249710191,0,0,0.006866822,0.0066,0
Low,experiment,Sim2,1,4,0,0,organs.Leaf[id=435345]@4d7d747a,8,0,0.185592205,0,0,0.005000106,0.0048,0
Low,experiment,Sim2,1,4,0,0,organs.Leaf[id=435351]@338cc09b,9,0,0.096499009,0,0,0.001863478,0.0017,0
Low,experiment,Sim2,2,4,0,0,organs.Leaf[id=435363]@3afe0ea4,2,0,0.001814987,0,0,0.001785861,0.0017,0
Low,experiment,Sim2,2,4,0,0,organs.Leaf[id=435364]@3e87ab87,2,0,0.002969788,0,0,0.001766554,0.0017,0
Low,experiment,Sim2,2,4,0,0,organs.Leaf[id=435370]@5f9b0ed1,3,0,0.016637992,0,0,0.006165417,0.006,0
Low,experiment,Sim2,2,4,0,0,organs.Leaf[id=435376]@571b959b,4,0,0.011382534,0,0,0.007327554,0.0071,0
Low,experiment,Sim2,2,4,0,0,organs.Leaf[id=435382]@18b357e8,5,0,0.02662778,0,0,0.007764704,0.0075,0
Low,experiment,Sim2,2,4,0,0,organs.Leaf[id=435388]@51b99819,6,0,0.196709786,0,0,0.008625668,0.0084,0
Low,experiment,Sim2,2,4,0,0,organs.Leaf[id=435394]@1d36bd00,7,0,0.195299238,0,0,0.006816608,0.0066,0
Low,experiment,Sim2,2,4,0,0,organs.Leaf[id=435400]@21c86510,8,0,0.125530615,0,0,0.00500533,0.0048,0
Low,experiment,Sim2,2,4,0,0,organs.Leaf[id=435406]@501f1a27,9,0,0.018298861,0,0,0.001841364,0.0017,0
Low,experiment,Sim2,3,4,0,0,organs.Leaf[id=435423]@5605842e,2,0,0.002176126,0,0,0.001777628,0.0017,0
Low,experiment,Sim2,3,4,0,0,organs.Leaf[id=435424]@481cff77,2,0,0.003016485,0,0,0.001773696,0.0017,0
Low,experiment,Sim2,3,4,0,0,organs.Leaf[id=435430]@7a7e1f18,3,0,0.020217922,0,0,0.006134796,0.006,0
Low,experiment,Sim2,3,4,0,0,organs.Leaf[id=435436]@1e12fedc,4,0,0.03320052,0,0,0.007229046,0.0071,0
Low,experiment,Sim2,3,4,0,0,organs.Leaf[id=435442]@7d28d5d0,5,0,0.058242075,0,0,0.007812162,0.0075,0
Low,experiment,Sim2,3,4,0,0,organs.Leaf[id=435448]@72226e4b,6,0,0.237891155,0,0,0.008620023,0.0084,0
Low,experiment,Sim2,3,4,0,0,organs.Leaf[id=435454]@680b3e43,7,0,0.119810878,0,0,0.006801659,0.0066,0
Low,experiment,Sim2,3,4,0,0,organs.Leaf[id=435460]@303d0bfb,8,0,0.125569032,0,0,0.004994054,0.0048,0
Low,experiment,Sim2,3,4,0,0,organs.Leaf[id=435466]@685a8d10,9,0,0.090542519,0,0,0.001853464,0.0017,0
Low,experiment,Sim2,4,4,0,0,organs.Leaf[id=435478]@49f71363,2,0,0.004372152,0,0,0.001775168,0.0017,0
Low,experiment,Sim2,4,4,0,0,organs.Leaf[id=435479]@29f6c6f5,2,0,0.003280978,0,0,0.001773714,0.0017,0
Low,experiment,Sim2,4,4,0,0,organs.Leaf[id=435485]@30b4d960,3,0,0.010921941,0,0,0.006153302,0.006,0
Low,experiment,Sim2,4,4,0,0,organs.Leaf[id=435491]@33f5795,4,0,0.037943016,0,0,0.007317291,0.0071,0
Low,experiment,Sim2,4,4,0,0,organs.Leaf[id=435497]@560d8737,5,0,0.056807481,0,0,0.007732835,0.0075,0
Low,experiment,Sim2,4,4,0,0,organs.Leaf[id=435503]@4928e6e3,6,0,0.232666452,0,0,0.008625676,0.0084,0
Low,experiment,Sim2,4,4,0,0,organs.Leaf[id=435509]@52ded4fb,7,0,0.161956427,0,0,0.006713207,0.0066,0
Low,experiment,Sim2,4,4,0,0,organs.Leaf[id=435515]@11623f60,8,0,0.054421813,0,0,0.005010589,0.0048,0
Low,experiment,Sim2,4,4,0,0,organs.Leaf[id=435521]@4955c830,9,0,0.109251969,0,0,0.00181428,0.0017,0
Low,experiment,Sim2,5,4,0,0,organs.Leaf[id=435533]@7681d03,2,0,0.005836631,0,0,0.001775974,0.0017,0
Low,experiment,Sim2,5,4,0,0,organs.Leaf[id=435534]@cf58b58,2,0,0.001314011,0,0,0.001782121,0.0017,0
Low,experiment,Sim2,5,4,0,0,organs.Leaf[id=435540]@78d90038,3,0,0.032775662,0,0,0.006124889,0.006,0
Low,experiment,Sim2,5,4,0,0,organs.Leaf[id=435546]@1fd775f9,4,0,0.033893673,0,0,0.007270708,0.0071,0
Low,experiment,Sim2,5,4,0,0,organs.Leaf[id=435552]@6d8e748c,5,0,0.045580737,0,0,0.007742372,0.0075,0
Low,experiment,Sim2,5,4,0,0,organs.Leaf[id=435558]@358d4b54,6,0,0.263410429,0,0,0.008605068,0.0084,0
Low,experiment,Sim2,5,4,0,0,organs.Leaf[id=435564]@df46100,7,0,0.180553239,0,0,0.006910474,0.0066,0
Low,experiment,Sim2,5,4,0,0,organs.Leaf[id=435570]@404d0804,8,0,0.258149358,0,0,0.005014817,0.0048,0
Low,experiment,Sim2,5,4,0,0,organs.Leaf[id=435576]@3b43354d,9,0,0.10301185,0,0,0.001824624,0.0017,0
Low,experiment,Sim2,6,4,0,0,organs.Leaf[id=435588]@26a6fb6c,2,0,0.00156961,0,0,0.001760357,0.0017,0
Low,experiment,Sim2,6,4,0,0,organs.Leaf[id=435589]@343568ea,2,0,0.004469099,0,0,0.001774045,0.0017,0
Low,experiment,Sim2,6,4,0,0,organs.Leaf[id=435595]@6ead0f92,3,0,0.008857293,0,0,0.006160703,0.006,0
Low,experiment,Sim2,6,4,0,0,organs.Leaf[id=435601]@c5a5cab,4,0,0.017173661,0,0,0.007314189,0.0071,0
Low,experiment,Sim2,6,4,0,0,organs.Leaf[id=435607]@4620aa91,5,0,0.047349685,0,0,0.007761624,0.0075,0
Low,experiment,Sim2,6,4,0,0,organs.Leaf[id=435613]@7f6a7409,6,0,0.060957082,0,0,0.008570192,0.0084,0
Low,experiment,Sim2,6,4,0,0,organs.Leaf[id=435619]@7271f196,7,0,0.07050107,0,0,0.006739985,0.0066,0
Low,experiment,Sim2,6,4,0,0,organs.Leaf[id=435625]@8e45357,8,0,0.074647073,0,0,0.004960557,0.0048,0
Low,experiment,Sim2,6,4,0,0,organs.Leaf[id=435631]@5d2a2667,9,0,0.024604101,0,0,0.001832551,0.0017,0
Low,canopyA,Sim2,1,4,0,0,organs.Leaf[id=438813]@1fbefa69,2,0,0.000494388,0,0,0.001774113,0.0017,0
Low,canopyA,Sim2,1,4,0,0,organs.Leaf[id=438814]@6a1cfbe2,2,0,0.001188651,0,0,0.001784124,0.0017,0
Low,canopyA,Sim2,1,4,0,0,organs.Leaf[id=438820]@5b7b7e72,3,0,0.007771635,0,0,0.006144646,0.006,0
Low,canopyA,Sim2,1,4,0,0,organs.Leaf[id=438826]@22632bc3,4,0,0.015576913,0,0,0.007309243,0.0071,0
Low,canopyA,Sim2,1,4,0,0,organs.Leaf[id=438832]@17d2a0b3,5,0,0.029989758,0,0,0.007767884,0.0075,0
Low,canopyA,Sim2,1,4,0,0,organs.Leaf[id=438838]@6744e546,6,0,0.149078486,0,0,0.008598079,0.0084,0
Low,canopyA,Sim2,1,4,0,0,organs.Leaf[id=438844]@77694cae,7,0,0.067689876,0,0,0.00680974,0.0066,0
Low,canopyA,Sim2,1,4,0,0,organs.Leaf[id=438850]@4fd134ce,8,0,0.243218331,0,0,0.004988717,0.0048,0
Low,canopyA,Sim2,1,4,0,0,organs.Leaf[id=438856]@75e6d54,9,0,0.082079537,0,0,0.001754992,0.0017,0
